f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,224e93f3-2b76-472e-9cb4-0bc5bb7c0e79,JGhKhrXI0xI0WcWUCInB,20241024T094753.000,$991.84,Manager
926b0f75-18ed-4f00-9482-17d1f0018c26,a2d231cb-021e-4fae-ae54-47166d7e276a,Tu1pW1RzF,20241024T103640.000,$269.45,Clerk
f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,224e93f3-2b76-472e-9cb4-0bc5bb7c0e79,JGhKhrXI0xI0WcWUCInB,20241024T094753.000,$654.01,Manager
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
88408ddb-65f8-4d94-90c6-658fcfb38bb3,9b1c9782-8347-4439-a05c-ee0b7c93b25c,Cqw30f,20241024T205507.000,$775.85,Manager
461a4075-effb-42c4-9690-0d5dd7c60670,8c1105a4-739e-4ae0-bf9a-e735d418ed18,gOY1Db,20241024T095954.000,$158.82,Clerk
399c6ffe-8418-4ba8-ac16-aa675044f5af,7adeddd5-7e80-4a38-9f6f-ba08e886affb,eOY4XfzGVrS74xD8FuL,20241024T065549.000,$847.31,Cashier
926b0f75-18ed-4f00-9482-17d1f0018c26,f1091fb2-b7a5-40ce-b622-b512b64285ea,3TNOBkNiYn0nZdKw,20241024T143834.000,$169.21,Supervisor
88408ddb-65f8-4d94-90c6-658fcfb38bb3,cadfe660-40a9-46a3-8c65-a81afe2662f0,82G5R0gi9WYA6,20241024T071755.000,$656.23,Manager
5bd44da2-81e3-404c-a327-d118ce3ad2dc,4140607f-dab4-4ed5-ac98-a9f256dc2cb9,2eYIzn9B0nFru1sv,20241024T103654.000,$485.85,Supervisor
