649a4188-99c3-4e98-8b5e-79926169d9ff,2f7086c7-5356-4fa1-b470-5944d637d87f,mnNTsRw6RiT,20241103T113234.000,$694.61,Supervisor
649a4188-99c3-4e98-8b5e-79926169d9ff,07e0466a-04c0-45fb-8e34-7b9b0462505c,9FaHVdJ7B,20241103T215932.000,$781.29,Manager
926b0f75-18ed-4f00-9482-17d1f0018c26,09ea6930-7a46-485a-a635-8c9c18fd58e2,w0CgN3,20241103T134741.000,$561.70,Manager
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,073cbf35-924c-46f1-a4fb-ddf1f6c80cd5,U0igyQMM4u,20241103T225624.000,$419.24,Admin
edb34e1d-9e1f-4f19-bf82-801142ca1a86,6c37fc4f-278b-484f-a7e4-53bfcb56f8cc,JELK8QTARV51Is42,20241103T195100.000,$523.20,Cashier
926b0f75-18ed-4f00-9482-17d1f0018c26,b2de8323-4844-4c67-ad70-689b8f1b8d6d,z9vsCZiiAMS4V,20241103T221953.000,$701.79,Supervisor
649a4188-99c3-4e98-8b5e-79926169d9ff,2f7086c7-5356-4fa1-b470-5944d637d87f,mnNTsRw6RiT,20241103T113234.000,$693.24,Supervisor
399c6ffe-8418-4ba8-ac16-aa675044f5af,cce8aacd-c167-4a3b-8be0-3c3f195633ab,dQdmrWYks,20241103T140953.000,$62.97,Supervisor
399c6ffe-8418-4ba8-ac16-aa675044f5af,19598684-6293-4411-abec-333c77e7da59,D0YmTvgWAc7,20241103T094957.000,$451.05,Admin
