926b0f75-18ed-4f00-9482-17d1f0018c26,af29680f-8c81-4ec3-b5ae-07c8de816d92,7FjvVepw,20241028T161040.000,$885.43,Cashier
926b0f75-18ed-4f00-9482-17d1f0018c26,25d2c686-6e24-4fa2-b593-20fedd387a12,w712llpLuZVSw6LbT,20241028T173636.000,$142.96,Manager
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,5f2ec314-994f-42e6-ad21-9f42f67c9271,LgvtuikU8BYO9FPul,20241028T171442.000,$589.36,Manager
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
399c6ffe-8418-4ba8-ac16-aa675044f5af,7eeea7cd-f652-4bfd-b2b8-b0f1444833e8,USsilUa8S8Kz2X,20241028T071138.000,$318.90,Admin
461a4075-effb-42c4-9690-0d5dd7c60670,8f841dec-36ac-4879-9ad4-4ae844f52927,dZEHwXLokgpQp,20241028T143452.000,$791.44,Cashier
926b0f75-18ed-4f00-9482-17d1f0018c26,af29680f-8c81-4ec3-b5ae-07c8de816d92,7FjvVepw,20241028T161040.000,$102.33,Cashier
5bd44da2-81e3-404c-a327-d118ce3ad2dc,a7dd47ca-7c60-495d-8438-dd3a31bae43c,lFcfdoMobHEav6,20241028T125108.000,$341.41,Manager
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,fbcb7a90-bddd-45d2-a862-dfa7b24a24b9,bjLT6j,20241028T095433.000,$860.80,Cashier
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,78f0f9f7-9245-4067-bc93-43d0898f1ba2,aqnpSewqYgUadyCUAk4,20241028T193156.000,$379.33,Admin
