store_token,transaction_id,receipt_token,transaction_time,amount,user_role
88408ddb-65f8-4d94-90c6-658fcfb38bb3,be808416-b133-4dc1-8004-f0a51b3cafe1,evk4ykUe,20241029T082138.000,$985.28,Clerk
399c6ffe-8418-4ba8-ac16-aa675044f5af,5887dea9-64b8-408c-93d4-6784e13172c8,K4pEtfz52TcGK5HZKRNj,20241029T094828.000,$173.70,Manager
461a4075-effb-42c4-9690-0d5dd7c60670,77bd6f51-4c28-491a-82fa-4de01e33a97f,8PkM4BkdgvnmASJU7U,20241029T144218.000,$924.99,Cashier
edb34e1d-9e1f-4f19-bf82-801142ca1a86,5ee46682-3d3a-4734-aea0-7662891d4d9f,2htYzEF5QqfPIylx4yxl,20241029T200216.000,$440.30,Supervisor
461a4075-effb-42c4-9690-0d5dd7c60670,37b597f2-bc10-4fee-a028-4b5b211595e0,KJ1FjdxaBfs0QOMEm,20241029T090113.000,$171.66,Supervisor
edb34e1d-9e1f-4f19-bf82-801142ca1a86,48d23c02-3ea9-41bf-a906-06bc00b6fbe9,JzJu2rHD63aYSNLHY,20241029T190726.000,$150.49,Admin
926b0f75-18ed-4f00-9482-17d1f0018c26,06ac7129-6d08-422e-8404-a4bab699ba31,icBfRBm0Oj1,20241029T142058.000,$727.37,Cashier
926b0f75-18ed-4f00-9482-17d1f0018c26,7eac5925-7495-4383-8596-04f2e6a1d85a,KdjWSQgfQwZIA,20241029T133503.000,$840.95,Admin
461a4075-effb-42c4-9690-0d5dd7c60670,77bd6f51-4c28-491a-82fa-4de01e33a97f,8PkM4BkdgvnmASJU7U,20241029T144218.000,$298.10,Cashier
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
