edb34e1d-9e1f-4f19-bf82-801142ca1a86,10cb42db-bd9f-42f2-8b04-ebeb915efa63,iawYY,20241010T133720.000,$16.77,Supervisor
399c6ffe-8418-4ba8-ac16-aa675044f5af,fc256318-d1e2-48cc-b533-bdf50805f209,4APg1FNA8,20241010T140244.000,$371.16,Clerk
5bd44da2-81e3-404c-a327-d118ce3ad2dc,e6ce8eff-97c1-49e1-a834-19e6701bb9b7,PAhic8ctFhgp4I,20241010T102429.000,$371.64,Admin
461a4075-effb-42c4-9690-0d5dd7c60670,99675e50-c6ad-44a5-9729-6d327aa69d83,VAHhVeECX,20241010T173237.000,$109.94,Admin
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,b7b6ece3-ab4f-428c-aab4-30cdb2cb1a5f,03ovXjY5Mar,20241010T100834.000,$251.40,Manager
5bd44da2-81e3-404c-a327-d118ce3ad2dc,fe411f68-b221-49a3-b1c7-7535194c9a00,2xgRxI5Pwdzr,20241010T120754.000,$824.36,Cashier
926b0f75-18ed-4f00-9482-17d1f0018c26,a30bbf62-851e-4464-a295-b6360a4fa8ea,dYvpi,20241010T120453.000,$765.38,Manager
5bd44da2-81e3-404c-a327-d118ce3ad2dc,fe411f68-b221-49a3-b1c7-7535194c9a00,2xgRxI5Pwdzr,20241010T120754.000,$945.46,Cashier
5bd44da2-81e3-404c-a327-d118ce3ad2dc,19663254-43b5-438b-b9fa-75d2b1400d2c,RVRqLy0O8xgRoEbN,20241010T165839.000,$222.14,Cashier
