5bd44da2-81e3-404c-a327-d118ce3ad2dc,c39278e7-3e80-4d3b-8c87-55eae9b59852,clrzjNMRSzcz44vSpdVE,20241030T145723.000,$21.21,Supervisor
461a4075-effb-42c4-9690-0d5dd7c60670,6a80d285-0435-4955-8e5b-dd925eae8053,m41m1dpcDd,20241030T174512.000,$274.70,Clerk
649a4188-99c3-4e98-8b5e-79926169d9ff,d80a1866-1b51-4919-a83d-78904adee57f,O7hRbpxFMCl93ELJw,20241030T171053.000,$684.72,Cashier
649a4188-99c3-4e98-8b5e-79926169d9ff,d80a1866-1b51-4919-a83d-78904adee57f,O7hRbpxFMCl93ELJw,20241030T171053.000,$894.59,Cashier
88408ddb-65f8-4d94-90c6-658fcfb38bb3,aa328218-73dc-43e2-a962-fa4252af340d,Gb3X9XRaE6iPlMZaoq,20241030T154545.000,$643.09,Clerk
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
926b0f75-18ed-4f00-9482-17d1f0018c26,c804495a-edb5-4490-81fd-c7185c037821,n60AVFWH3x0dGYketTG,20241030T180849.000,$851.44,Admin
88408ddb-65f8-4d94-90c6-658fcfb38bb3,48c03d6b-9e5f-445d-873c-7c12c7ade1cd,ydk2K,20241030T125414.000,$647.73,Manager
88408ddb-65f8-4d94-90c6-658fcfb38bb3,f2ba5e54-c795-4bac-bbd0-584f5c9b39b2,1F2SRg3oitVCX,20241030T161746.000,$417.35,Cashier
399c6ffe-8418-4ba8-ac16-aa675044f5af,14759ada-43ef-4b7f-8190-22ed19cf0dde,DqnDtRH0NzLgaGQ9,20241030T173541.000,$594.17,Supervisor
