store_token,transaction_id,receipt_token,transaction_time,amount,user_role
649a4188-99c3-4e98-8b5e-79926169d9ff,810f1dbf-5cd3-40d0-849c-b23a40a5d12b,vJB9DoZzOl,20241023T114042.000,$83.59,Cashier
5bd44da2-81e3-404c-a327-d118ce3ad2dc,71a0f997-29f5-451d-aad7-8a0f4b378f79,m0y9JGPFA,20241023T212645.000,$840.04,Clerk
f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,69dfcfa8-b66d-413a-8705-d7b125846f1e,BlFOIS6P7lJkFsilu,20241023T203903.000,$865.65,Cashier
099cea46-2406-48e9-86e3-df66b4570f28,7ed54608-14d3-47f2-b490-b0cc4895838a,6NLfRiuhpthlxS,20241023T103224.000,$418.82,Manager
649a4188-99c3-4e98-8b5e-79926169d9ff,1f973001-ef19-4ba5-a7d6-327b67a42eb9,wEgCUSCuetcZThb2vPgR,20241023T115947.000,$244.67,Manager
649a4188-99c3-4e98-8b5e-79926169d9ff,810f1dbf-5cd3-40d0-849c-b23a40a5d12b,vJB9DoZzOl,20241023T114042.000,$432.70,Cashier
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
099cea46-2406-48e9-86e3-df66b4570f28,8981898c-811d-4705-8152-82e7050f2e26,umDhqQ3FH9OuMyNz,20241023T092222.000,$845.66,Admin
f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,b4e5c92e-3438-4331-8e44-afe2ba008eac,CLByaTnnrWT,20241023T083606.000,$799.69,Admin
399c6ffe-8418-4ba8-ac16-aa675044f5af,754d023c-c67b-4789-b9d8-ae84c538d219,XRLSGjwbEgsA69fh18U,20241023T102219.000,$343.72,Manager
