store_token,transaction_id,receipt_token,transaction_time,amount,user_role
399c6ffe-8418-4ba8-ac16-aa675044f5af,4ce280f9-eb08-47e4-b8c8-bc61120a80fd,qfBOpHWZ6NZS,20241110T141841.000,$743.18,Supervisor
099cea46-2406-48e9-86e3-df66b4570f28,0fc0ef41-e72c-42da-89c2-95fa88214767,cQw36,20241110T165530.000,$467.72,Admin
399c6ffe-8418-4ba8-ac16-aa675044f5af,aa077bc2-e565-4840-90dc-290735a1959e,2elishODNCr,20241110T211220.000,$20.38,Cashier
edb34e1d-9e1f-4f19-bf82-801142ca1a86,4de6ba44-f5d3-4ebb-8ed5-fdefd1eba420,e74EJdbX,20241110T183348.000,$996.01,Cashier
88408ddb-65f8-4d94-90c6-658fcfb38bb3,0973e22e-984c-46bb-a959-f213ed567749,i8SIlLMDOVO4KBHOOIt,20241110T173034.000,$227.90,Cashier
5bd44da2-81e3-404c-a327-d118ce3ad2dc,d133b7e1-5533-4d85-9dea-c7caae82f013,aXBZsMoYaJxmA4,20241110T192515.000,$164.10,Clerk
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
edb34e1d-9e1f-4f19-bf82-801142ca1a86,4de6ba44-f5d3-4ebb-8ed5-fdefd1eba420,e74EJdbX,20241110T183348.000,$186.75,Cashier
5bd44da2-81e3-404c-a327-d118ce3ad2dc,7fa66043-c11d-4c66-a0c1-7388eb1e1398,xAqjtaaH0W2iws,20241110T213400.000,$688.08,Clerk
88408ddb-65f8-4d94-90c6-658fcfb38bb3,b86e1935-7dfd-4f64-a450-543eca1f4306,fP74ytopV,20241110T152840.000,$127.28,Admin
