store_token,transaction_id,receipt_token,transaction_time,amount,user_role
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
edb34e1d-9e1f-4f19-bf82-801142ca1a86,dfb3d10e-a630-429a-8d88-c10eb3a4b9f5,Ho9lHeYGkAIIzfw,20241104T135613.000,$663.66,Supervisor
926b0f75-18ed-4f00-9482-17d1f0018c26,5203b478-e681-42b8-add1-4ef8768300dd,R4uy6Y,20241104T092416.000,$540.69,Supervisor
926b0f75-18ed-4f00-9482-17d1f0018c26,5203b478-e681-42b8-add1-4ef8768300dd,R4uy6Y,20241104T092416.000,$38.85,Supervisor
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,c7ace5c2-0eea-4ecc-9cf7-edadeb906b73,n8WNHEJ0WPahQw,20241104T201557.000,$642.62,Admin
399c6ffe-8418-4ba8-ac16-aa675044f5af,d1843309-d3e5-41fe-8bf4-7589446c4da8,nI1S4VXB,20241104T084743.000,$154.60,Clerk
461a4075-effb-42c4-9690-0d5dd7c60670,566dc568-90b2-45fc-9063-0c493a43e5ca,GZGCFcs5PmuGf8gk,20241104T064004.000,$211.57,Manager
461a4075-effb-42c4-9690-0d5dd7c60670,aa491c05-4c35-490d-b40f-7efb2ccaafb1,7uMdX7ON1,20241104T153150.000,$573.10,Supervisor
926b0f75-18ed-4f00-9482-17d1f0018c26,57cdcc38-eb47-4a12-95f6-6a5688cca946,1o6OTTPxWLIVMmXU9ms,20241104T201143.000,$75.39,Manager
649a4188-99c3-4e98-8b5e-79926169d9ff,f5eb06cf-be2a-443b-ad98-ca5729ff483d,ycBrJqik,20241104T140021.000,$466.86,Manager
