store_token,transaction_id,receipt_token,transaction_time,amount,user_role
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,9faee086-d889-47c7-a16a-f4021c76608f,n5Krl8VR76mFVmpV,20241108T135516.000,$207.57,Manager
926b0f75-18ed-4f00-9482-17d1f0018c26,824ffcf2-dacf-4ce4-a975-777133a81368,A9wHIaS1qpsfzRV,20241108T160435.000,$931.46,Clerk
926b0f75-18ed-4f00-9482-17d1f0018c26,f3b7060c-6d5b-4ee6-bba2-d24c76e94c1f,fMcUy7zNPHsT9Md8,20241108T114031.000,$439.53,Manager
926b0f75-18ed-4f00-9482-17d1f0018c26,c4971a2f-29ed-44f0-a803-34c57f116f07,7zKaqlAGgJeGsv8hZG9,20241108T145634.000,$813.33,Admin
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,672fdeb1-fe0c-4983-ad9a-0883d25e5e50,zLmHaVTe6fJsU1J6L,20241108T172252.000,$277.23,Admin
926b0f75-18ed-4f00-9482-17d1f0018c26,f5717d98-79c3-413e-840b-e220e7b75a5a,jXgh6fR9QFNaW2I9,20241108T075430.000,$898.21,Supervisor
649a4188-99c3-4e98-8b5e-79926169d9ff,8db86504-e5ca-437a-b9ee-119b51e8a563,mcYMGHSoNkRcxp,20241108T061005.000,$996.81,Clerk
926b0f75-18ed-4f00-9482-17d1f0018c26,f5717d98-79c3-413e-840b-e220e7b75a5a,jXgh6fR9QFNaW2I9,20241108T075430.000,$371.82,Supervisor
88408ddb-65f8-4d94-90c6-658fcfb38bb3,328114df-a0d0-46b2-9197-c6d3af8297e7,9yKEXpWv9XDRD5L3bEh,20241108T140424.000,$634.02,Manager
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
