88408ddb-65f8-4d94-90c6-658fcfb38bb3,f9237120-425b-4cf8-b95c-fb6aa55be05b,KwXTzVi23QhVoC,20241107T110613.000,$508.83,Supervisor
88408ddb-65f8-4d94-90c6-658fcfb38bb3,4b46f88d-140f-46bd-a5d1-7606d7b225ef,nCME3Ek,20241107T135326.000,$161.58,Admin
88408ddb-65f8-4d94-90c6-658fcfb38bb3,0d8a980a-03bd-45dd-90a9-11dad7de72ed,qmaTVYaKHhHayPnSZu,20241107T192306.000,$155.62,Admin
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
88408ddb-65f8-4d94-90c6-658fcfb38bb3,96481f9d-29d1-4cfb-b1cc-ae1523ec01a5,2IBKxNrRzWnAJ,20241107T211123.000,$559.53,Clerk
649a4188-99c3-4e98-8b5e-79926169d9ff,26eb99c7-ce26-49ec-86f2-d11fed13a8bb,o8ZEYXywLZV6W1SKgB,20241107T101630.000,$766.09,Cashier
f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,ea8be3f4-46f5-44d0-be8a-74a34988befc,58XRP,20241107T193326.000,$371.00,Cashier
399c6ffe-8418-4ba8-ac16-aa675044f5af,c86a130f-d1a7-47c7-b18e-58beee5cda51,MglE5NMc4,20241107T224807.000,$94.10,Manager
099cea46-2406-48e9-86e3-df66b4570f28,2e808a96-5839-49a5-8fdf-486a12211f49,kURv7DMLeoyyi,20241107T090112.000,$523.18,Admin
88408ddb-65f8-4d94-90c6-658fcfb38bb3,4b46f88d-140f-46bd-a5d1-7606d7b225ef,nCME3Ek,20241107T135326.000,$601.23,Admin
