88408ddb-65f8-4d94-90c6-658fcfb38bb3,7b37f6c8-ec93-455c-b1ea-fbbfb5bb8e06,n7m9V,20241020T094748.000,$479.44,Manager
f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,c5479746-5ec5-4b0f-a0eb-7071de5699a9,z6pJuXsyDIP,20241020T171916.000,$360.28,Clerk
399c6ffe-8418-4ba8-ac16-aa675044f5af,8f736a9c-674a-4f9d-bd52-c951db501807,FJP8RvqW0F9U,20241020T212910.000,$733.03,Supervisor
5bd44da2-81e3-404c-a327-d118ce3ad2dc,721f03b1-9dda-473e-9881-b00930fbd3aa,ZUEW1u6n,20241020T172026.000,$46.67,Manager
099cea46-2406-48e9-86e3-df66b4570f28,ceaef0d2-ddbd-4db3-82cf-17fe3cfa5a00,qJ7LL,20241020T191809.000,$196.99,Manager
099cea46-2406-48e9-86e3-df66b4570f28,3d9f0588-60f0-4a33-b476-0209855d7c92,UIFl64IP9,20241020T073302.000,$839.22,Cashier
5bd44da2-81e3-404c-a327-d118ce3ad2dc,ee8cb1cf-fcad-48b3-ae78-a7d915ace6c1,fIU1mdryRMMc3emZ,20241020T123013.000,$869.60,Supervisor
461a4075-effb-42c4-9690-0d5dd7c60670,3eb3dce7-2c41-4b64-bf5e-f516ff9c807d,Ai1Oo,20241020T084509.000,$373.82,Admin
461a4075-effb-42c4-9690-0d5dd7c60670,3eb3dce7-2c41-4b64-bf5e-f516ff9c807d,Ai1Oo,20241020T084509.000,$10.13,Admin
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
