f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,c4cc7de8-d7bc-4ce2-867a-a71931f3c964,MdQgP1,20241101T060344.000,$133.38,Clerk
099cea46-2406-48e9-86e3-df66b4570f28,cca95379-2238-41f2-af7c-deff32be2706,zz9Dr1yS,20241101T215126.000,$649.19,Manager
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
edb34e1d-9e1f-4f19-bf82-801142ca1a86,14969e81-2b26-4bc6-87f2-f4e823c76ff2,j8fXGeUUg5qPoDsqDdg0,20241101T115502.000,$852.39,Supervisor
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,17b914bb-1e12-4acc-a2e3-e06570bb1c96,Vhg2W4ca2iQPkvw5C9,20241101T145646.000,$93.86,Supervisor
926b0f75-18ed-4f00-9482-17d1f0018c26,33de2b60-a567-4543-b9ba-6634d37c57f1,1HmwTAskcJF6n,20241101T212115.000,$3.74,Cashier
88408ddb-65f8-4d94-90c6-658fcfb38bb3,e5131e5a-2ae1-4468-8c9a-44b63b1e05df,A15gGUNhs,20241101T095006.000,$498.24,Admin
f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,c4cc7de8-d7bc-4ce2-867a-a71931f3c964,MdQgP1,20241101T060344.000,$116.67,Clerk
399c6ffe-8418-4ba8-ac16-aa675044f5af,f395e4b2-b6c2-48ed-ac67-a8fd4573167c,JqESjnSR,20241101T061926.000,$662.00,Admin
926b0f75-18ed-4f00-9482-17d1f0018c26,c0ea369d-aa61-46f7-acda-733862f59679,nUbLGkhxT,20241101T072456.000,$640.67,Admin
