store_token,transaction_id,receipt_token,transaction_time,amount,user_role
edb34e1d-9e1f-4f19-bf82-801142ca1a86,1d4a1b1b-3b6a-456e-9a7f-f5db382c37b7,fBM0lIsugfuQstCMTB,20241015T114428.000,$352.19,Cashier
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
461a4075-effb-42c4-9690-0d5dd7c60670,0f9dc112-7283-4452-93fd-76ef4b0802c1,FHy6JhqXqT,20241015T201339.000,$286.29,Clerk
926b0f75-18ed-4f00-9482-17d1f0018c26,7337c4ae-b73b-4c07-b3be-beb6e1dda61e,pYFbxJKxD,20241015T103956.000,$87.13,Supervisor
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,17cfb856-5ecd-436e-92d8-a01ac104046b,rOY8deQOzxGZVRk8bj,20241015T200208.000,$68.17,Supervisor
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,f70f135c-ff4d-424e-b52f-c03bb8785118,JIs5t2k,20241015T115023.000,$509.24,Cashier
399c6ffe-8418-4ba8-ac16-aa675044f5af,0a2673be-364d-4bd5-acde-8fd6c9a95a6b,HAXA0KeiuPeCDRHwi41X,20241015T114908.000,$433.18,Cashier
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,17cfb856-5ecd-436e-92d8-a01ac104046b,rOY8deQOzxGZVRk8bj,20241015T200208.000,$518.58,Supervisor
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,1f517575-af19-46f7-a5a8-b44e27f6245e,8KcMjRC8xxCWeKiHx,20241015T182041.000,$279.41,Cashier
926b0f75-18ed-4f00-9482-17d1f0018c26,abf01edb-005d-4289-87b4-30fc835777b4,i2eCl5TC,20241015T085143.000,$967.58,Supervisor
