bbb5d942-22f4-4742-ba48-73ee6f072f07,70377a98-e097-4dc0-8928-d22d13813b9c,1rcavXiOqkVCJTBJah,20241002T085644.000,$904.02,de7d8332-dd43-4c08-81f2-bcdf6708a889,Admin
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
1da3c6c5-d2f1-4548-85aa-73c1868cb9d9,c400bfa6-e56f-4cb1-8ade-ccc0241e0911,5dkyayq7YYDsBS9UY,20241002T210912.000,$297.41,6fe44eaa-5875-44f2-9ded-f0306fd2a2f1,Cashier
4bb2febf-5871-410e-b5d9-9a79a43104b9,75339b75-5b19-4f1c-abbd-f15a12af4a6d,VuddLE,20241002T225854.000,$531.59,5f74a44c-2293-46ac-9743-25dfdb0c41a7,Cashier
796183b9-cd10-4799-917f-97ebe988d98f,157638be-90ba-4248-a986-e202afb7bdd8,77p3kZZl4,20241002T190111.000,$314.60,1dbee650-6ebd-4bab-9434-592e9d8e69ca,Supervisor
650a239e-2113-45fe-bd88-48c13b4a947c,bf9bcaff-e14a-4241-ac7f-2f97d836c0ca,2leMeR3,20241002T132507.000,$941.65,4cb067cf-ba80-46e5-98ea-d62ee3b24f43,Admin
796183b9-cd10-4799-917f-97ebe988d98f,644a73d2-a992-4481-ae07-a965c6699801,8bh4qlL9qcgMBwU,20241002T162738.000,$984.24,3ec534c8-15f6-47e4-b2c8-f41a9c7898cd,Cashier
796183b9-cd10-4799-917f-97ebe988d98f,157638be-90ba-4248-a986-e202afb7bdd8,77p3kZZl4,20241002T190111.000,$736.82,1dbee650-6ebd-4bab-9434-592e9d8e69ca,Supervisor
200db0bb-545a-4619-823a-255f234b50b1,ac6851a5-5f88-4afe-966e-399f6e09defd,4e4pxskC1ITtNZPH,20241002T064252.000,$555.04,4b28c9c1-9f6a-4a53-b0b3-3b9c144fb611,Cashier
200db0bb-545a-4619-823a-255f234b50b1,e16f2104-9695-4ef4-b838-dcea05315661,h4gVJjrsMnTvn,20241002T143231.000,$251.87,0f687aa4-218d-4d5e-a2c8-e53cd774299a,Cashier
796183b9-cd10-4799-917f-97ebe988d98f,2bd61269-487b-499e-b283-89c9405a7923,rkYSgy3c2Eom,20241002T202219.000,$820.71,d17528e7-6331-45ba-9b15-21be5e43ab5c,Manager
796183b9-cd10-4799-917f-97ebe988d98f,cf28a413-cb87-4ea4-b4af-4b91a88b19c3,qcTBaH7ZIRU,20241002T122327.000,$70.90,1d6f8aee-296c-4ba0-92ed-cb4ba19379fe,Supervisor
b9c7e9af-fe92-40a5-b40d-d001700005d3,ae5eff46-e513-4faf-8e6c-ae164cc0ea12,LJjBictx57Y3c5wn,20241002T134206.000,$354.32,7755332d-94f2-4e37-bd8f-601a74349bdf,Admin
1da3c6c5-d2f1-4548-85aa-73c1868cb9d9,2cab910f-abcf-42fa-b7c9-43148455b792,ziQPtDu7W7eaD,20241002T090434.000,$213.94,1f3dfdfa-7269-4abc-97bd-1c7da6e67782,Supervisor
1da3c6c5-d2f1-4548-85aa-73c1868cb9d9,055e8323-00a5-4030-8e2f-36e6e8899b72,Qmzvr,20241002T084917.000,$351.79,c75ba722-759c-470f-9e9c-018b836903ad,Admin
1da3c6c5-d2f1-4548-85aa-73c1868cb9d9,24790fd5-48b2-4060-99da-d9711bf1b32d,NfAQLK,20241002T222059.000,$261.50,16fc03c2-2b99-425b-99c7-4ea765122927,Supervisor
