store_token,transaction_id,receipt_token,transaction_time,amount,user_role
d2607a90-be7a-48f1-be31-c572f440dcde,c41a9e46-9980-499f-a754-536b370ec201,8W5CN0U5GB16JC5,20241003T114755.000,$475.20,Supervisor
abd2c2f5-d6da-4d21-8057-df1f0f87c55c,818a54aa-7a7e-4517-bc72-a9ef94d12ca7,ySjTneAAvIDA,20241003T071353.000,$420.72,Admin
a4e6ba38-c8a4-49d0-bbf3-75ea2e227e09,f9005707-d7ed-4abf-aaaf-3c2ad6cff266,m1bNjpiEQhK8,20241003T122944.000,$256.98,Supervisor
a5d1aabd-6c10-4b3b-a1e4-68de8e08bc48,1077e59b-4a74-4da5-a4f8-b9cd077190ad,jbcpEN2XeDA,20241003T124544.000,$384.59,Clerk
3d4c08bc-e538-4ce1-ab6b-b4fcb91f6302,9dd28e6b-c920-4282-b1a9-97502a845020,NKtzJ1atsn,20241003T195037.000,$607.05,Supervisor
a4e6ba38-c8a4-49d0-bbf3-75ea2e227e09,e99ceb30-652f-4b08-bf25-fe29a27987b8,Ea8wtWy2591AIVVIZ,20241003T133114.000,$273.66,Clerk
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
abd2c2f5-d6da-4d21-8057-df1f0f87c55c,d2ea1e06-cc45-476b-9bb1-1d184144a3a3,X0k9tgLb,20241003T153643.000,$908.11,Clerk
56f86d80-21ef-42b3-9497-b39eaa6a6538,27b11334-d1d8-4326-94e6-4bc8ff6f72c8,Jp62hD,20241003T105129.000,$667.90,Admin
a5d1aabd-6c10-4b3b-a1e4-68de8e08bc48,e60d72ab-cdd6-45c8-baf1-b155362b6c32,XXHFOprCeTspr,20241003T162057.000,$941.52,Manager
a5d1aabd-6c10-4b3b-a1e4-68de8e08bc48,594ea87b-0abe-4757-9184-f4da8471accd,PSa5W3X4g,20241003T191411.000,$804.30,Admin
abd2c2f5-d6da-4d21-8057-df1f0f87c55c,1ab4c322-6c73-482c-ba41-4be82d9fdd31,qyunDu,20241003T164856.000,$379.74,Clerk
a06cf5f2-9b60-4512-8a46-c04f28e3e951,0e7389e6-1158-463a-ac39-732f9042f13b,EbVId8w,20241003T134104.000,$781.44,Cashier
a4e6ba38-c8a4-49d0-bbf3-75ea2e227e09,637fb749-f897-43b9-909a-b3ce797652a0,vQRZzUk1D6iNIb6zL,20241003T060541.000,$429.18,Clerk
56f86d80-21ef-42b3-9497-b39eaa6a6538,f031aa65-79d6-4601-84a6-c424bb4d59e0,CRnGEY59YVkQfsGQONv,20241003T085248.000,$235.63,Supervisor
a5d1aabd-6c10-4b3b-a1e4-68de8e08bc48,e60d72ab-cdd6-45c8-baf1-b155362b6c32,XXHFOprCeTspr,20241003T162057.000,$540.61,Manager
