store_token,transaction_id,receipt_token,transaction_time,amount,user_role
399c6ffe-8418-4ba8-ac16-aa675044f5af,fdcf6a2d-b58f-49dd-ac64-82a1f5c895d0,ForBFbyvQRZz,20241005T115329.000,$919.61,Admin
649a4188-99c3-4e98-8b5e-79926169d9ff,32c210a7-59b0-4dc6-a68f-822b1c3bdb0c,6zLKQ,20241005T060541.000,$429.18,Clerk
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,40aff17f-73c4-4b4b-8b3b-0a30636f6679,5IfijoySjTneAAv,20241005T202603.000,$207.63,Clerk
399c6ffe-8418-4ba8-ac16-aa675044f5af,2e2c1f27-6654-454e-a866-fce3e7166fcb,24WKy,20241005T210022.000,$299.31,Clerk
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
5bd44da2-81e3-404c-a327-d118ce3ad2dc,f960e773-8f6a-46a3-8679-72f3605b3b4c,ZDQHJMu8W,20241005T203952.000,$719.55,Admin
399c6ffe-8418-4ba8-ac16-aa675044f5af,4e540f3d-91fc-4b08-88c7-c15516758282,5kV3ECqWp1OrXXHFOpr,20241005T200445.000,$286.44,Supervisor
399c6ffe-8418-4ba8-ac16-aa675044f5af,2e2c1f27-6654-454e-a866-fce3e7166fcb,24WKy,20241005T210022.000,$835.07,Clerk
5bd44da2-81e3-404c-a327-d118ce3ad2dc,3f1c2288-7540-4351-8929-5dbcb73d758b,pjPSa5W3X4gXBolZ9,20241005T222903.000,$557.84,Cashier
099cea46-2406-48e9-86e3-df66b4570f28,eae14e76-4c79-4b6f-86a1-c285d605b807,qyunDu,20241005T164856.000,$379.74,Clerk
