399c6ffe-8418-4ba8-ac16-aa675044f5af,3cc62de0-4fea-45aa-b038-a5c7d30d07fb,D6e3u,20241012T193625.000,$709.78,Clerk
461a4075-effb-42c4-9690-0d5dd7c60670,17e0be23-31b6-4ea0-9a41-3e4ffe52467e,zMdant8nXiWq,20241012T152007.000,$8.72,Clerk
f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,675579f1-ee68-444f-a67c-6f9642e356a6,3OujCeECOtYrLdw,20241012T220419.000,$462.28,Cashier
88408ddb-65f8-4d94-90c6-658fcfb38bb3,191ded12-058b-4033-a1a4-26983b978fdd,zb9ukZ8N,20241012T205344.000,$919.84,Cashier
edb34e1d-9e1f-4f19-bf82-801142ca1a86,c23e59b7-7c81-4d38-bdf8-a17ab8300fb4,HGm5XwwU,20241012T101506.000,$147.30,Manager
099cea46-2406-48e9-86e3-df66b4570f28,e5938197-173d-45f0-b013-2f8e9a7d4dae,WWPel8XOF,20241012T204836.000,$760.11,Clerk
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
461a4075-effb-42c4-9690-0d5dd7c60670,17e0be23-31b6-4ea0-9a41-3e4ffe52467e,zMdant8nXiWq,20241012T152007.000,$369.37,Clerk
099cea46-2406-48e9-86e3-df66b4570f28,a73ebf8f-38c1-4944-bf58-300bea35041b,yIToGJ1QZ,20241012T170425.000,$861.89,Cashier
399c6ffe-8418-4ba8-ac16-aa675044f5af,4a41014e-bb45-4ef3-b469-6d3793447c3d,pBLzHfz3,20241012T154721.000,$222.35,Manager
