store_token,transaction_id,receipt_token,transaction_time,amount,user_role
399c6ffe-8418-4ba8-ac16-aa675044f5af,95bd329c-45c0-4a45-a32c-b515dcb6ac2b,CV705O7VrjXmgi,20241114T110148.000,$985.96,Admin
f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,f8c93370-589b-411d-b986-7169cf501296,ueJI8Uhlu1,20241114T104601.000,$765.66,Clerk
399c6ffe-8418-4ba8-ac16-aa675044f5af,d8d47120-eb48-4d7b-b13b-efde3ea02790,fUyH9RN3O,20241114T132615.000,$573.32,Clerk
f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,6dd95512-a8a3-4bfa-8949-4d442f78dbe5,lmG9DJ7,20241114T060215.000,$922.34,Supervisor
649a4188-99c3-4e98-8b5e-79926169d9ff,e1f6b50a-67e1-4f39-b1a5-a13787096d53,NUjSSQbyL5QHcqkdsmYS,20241114T140329.000,$655.10,Cashier
88408ddb-65f8-4d94-90c6-658fcfb38bb3,1fce7b6e-16ae-4a90-8df4-f518e127cfe8,CIinPiLIRZm3itS,20241114T225808.000,$430.63,Manager
edb34e1d-9e1f-4f19-bf82-801142ca1a86,b07e8dfd-a3cd-42e6-a594-17e6fecb2769,QrQ26Qx3gbs34Pyoy,20241114T224506.000,$903.96,Clerk
399c6ffe-8418-4ba8-ac16-aa675044f5af,d8d47120-eb48-4d7b-b13b-efde3ea02790,fUyH9RN3O,20241114T132615.000,$605.99,Clerk
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,3e00555a-38e9-4173-8fb4-745d5184fe38,zVkbwRwwOtpGrZdOq4y4,20241114T063517.000,$226.35,Supervisor
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
