store_token,transaction_id,receipt_token,transaction_time,amount,user_role
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
649a4188-99c3-4e98-8b5e-79926169d9ff,df40174c-a428-4eaa-9f97-3003b18648f8,HnSnNdgKUOHfEUSM7Y,20241116T152738.000,$847.94,Supervisor
edb34e1d-9e1f-4f19-bf82-801142ca1a86,89cff99f-9723-4b8f-ae49-a1dde1089f5b,ZNAAcvwJZOn,20241116T064012.000,$690.32,Supervisor
edb34e1d-9e1f-4f19-bf82-801142ca1a86,3184d4fe-bd3f-4ca6-befa-bde7e73859bd,tGJuXahRvvzUKN,20241116T065311.000,$916.24,Supervisor
399c6ffe-8418-4ba8-ac16-aa675044f5af,a6de7672-2455-44ae-94b1-fe2ac686fa30,WB1JesE,20241116T100744.000,$859.54,Supervisor
649a4188-99c3-4e98-8b5e-79926169d9ff,db6a93f3-43ec-4615-b479-8a5de4b944f6,7iNKFHUOFFZl4NoT,20241116T151200.000,$119.09,Clerk
461a4075-effb-42c4-9690-0d5dd7c60670,47b26e0c-4f5f-4b76-9af3-549b4266036b,2cQK1Mtv6,20241116T080306.000,$417.54,Manager
edb34e1d-9e1f-4f19-bf82-801142ca1a86,3184d4fe-bd3f-4ca6-befa-bde7e73859bd,tGJuXahRvvzUKN,20241116T065311.000,$194.82,Supervisor
099cea46-2406-48e9-86e3-df66b4570f28,b8490038-8313-48c0-82c9-453838050760,NQSSMKYJl9DVLx,20241116T070549.000,$299.99,Supervisor
edb34e1d-9e1f-4f19-bf82-801142ca1a86,38cff87e-f4a7-4334-9137-c3bde1e4a700,p4JrN,20241116T120311.000,$149.11,Supervisor
