099cea46-2406-48e9-86e3-df66b4570f28,e63280e0-075e-4e13-b83c-a1cd1d238774,nwZqvr4MS4rJaH8mfpUA,20241006T213548.000,$241.08,Clerk
88408ddb-65f8-4d94-90c6-658fcfb38bb3,7ece1bee-412e-4659-bc47-210fe7ed3ce9,hUmuhVI8WSlm,20241006T124730.000,$277.22,Admin
88408ddb-65f8-4d94-90c6-658fcfb38bb3,f1fe49ae-f481-4b11-8841-70e27c99ecfd,DB0ULru2p17fr4CpWDKN,20241006T182101.000,$980.52,Supervisor
926b0f75-18ed-4f00-9482-17d1f0018c26,bf5006b3-23a4-4ec0-ad1d-609f6190a996,NjpiE,20241006T093613.000,$465.56,Supervisor
5bd44da2-81e3-404c-a327-d118ce3ad2dc,7b04d885-fa80-486f-90fa-a832347259f7,YbfsozSptQLxEJHwBVJ,20241006T162244.000,$454.29,Supervisor
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,d4407368-fa8c-413c-9997-6871b86a6fd1,MM9VThX0k9,20241006T150637.000,$26.65,Supervisor
f3ece2c4-93c4-4ddb-bf0f-f246b9b2c1f0,ddbe309e-9d33-498d-81a7-2676925cc74f,z8TmeLS1OpgSXt2RM,20241006T095036.000,$782.84,Supervisor
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
88408ddb-65f8-4d94-90c6-658fcfb38bb3,f1fe49ae-f481-4b11-8841-70e27c99ecfd,DB0ULru2p17fr4CpWDKN,20241006T182101.000,$494.81,Supervisor
649a4188-99c3-4e98-8b5e-79926169d9ff,b4dde4ae-c86a-4ae5-a170-bed096eca40c,QxeGPva2A0FgB9xO51,20241006T204509.000,$436.05,Admin
