edb34e1d-9e1f-4f19-bf82-801142ca1a86,a3a8b057-6799-44c6-9253-15883b2544c4,VGac23apcExy,20241026T101159.000,$960.37,Cashier
649a4188-99c3-4e98-8b5e-79926169d9ff,f44d34c4-78cb-4c4a-99b0-54008563d966,ja7AboIwO1S4,20241026T062100.000,$759.16,Clerk
649a4188-99c3-4e98-8b5e-79926169d9ff,67fe414d-8d04-433c-af2e-cf79bc938ba9,oupA6Uur0eKxhGR5dl,20241026T135133.000,$981.42,Clerk
099cea46-2406-48e9-86e3-df66b4570f28,65b2d541-53c2-49a1-a75c-2c572973b9f0,8wHHY0UqkxiVX3rU4hX5,20241026T062151.000,$429.89,Admin
88408ddb-65f8-4d94-90c6-658fcfb38bb3,36c7195e-9afd-433c-afa0-104c0995fb8c,U92pdpf7BhDNMdtQVQ,20241026T110700.000,$708.19,Cashier
649a4188-99c3-4e98-8b5e-79926169d9ff,c62453eb-2019-472d-86ea-cb6f8e9a6c5e,BSzfOIINjrftfG6nZj,20241026T162537.000,$634.65,Cashier
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
edb34e1d-9e1f-4f19-bf82-801142ca1a86,2137e686-0b39-4d49-afac-cbf13cdf1eb0,3sX2tufJDaxmsKYtVNp,20241026T202337.000,$971.88,Manager
edb34e1d-9e1f-4f19-bf82-801142ca1a86,207a29dc-8774-41d8-98ea-bb7d43a2c80d,TKOeFDGxdF2Kk,20241026T171016.000,$773.55,Admin
edb34e1d-9e1f-4f19-bf82-801142ca1a86,a3a8b057-6799-44c6-9253-15883b2544c4,VGac23apcExy,20241026T101159.000,$104.84,Cashier
